codigo_usina,mes,volume_referencia
286,2,123.56
286,3,133.27
286,4,144.99
286,5,150.52
286,6,139.09
286,7,131.84
286,8,123.78
286,9,120.06
286,10,118.43
286,11,116.58
286,12,119.7
287,1,2094.47
287,2,2066.76
287,3,2067.94
287,4,2078.77
287,5,2101.64
287,6,2135.32
287,7,2117.09
287,8,2076.72
287,9,2064.71
287,10,2050.1
287,11,2073.98
287,12,2115.14
288,1,4737.29
288,2,4762.55
288,3,4709.21
288,4,4732.38
288,5,4723.16
288,6,4735.46
288,7,4744.23
288,8,4518.63
288,9,4277.48
288,10,4066.39
288,11,4263.48
288,12,4589.11
290,1,96.27
290,2,120.11
290,3,150.66
290,4,155.25
290,5,147.82
290,6,123.18
290,7,121.26
290,8,119.44
290,9,99.48
290,10,92.08
290,11,92.82
290,12,107.98
304,1,5.0
304,2,5.0
304,3,5.0
304,4,5.0
304,5,5.0
304,6,5.0
304,7,5.0
304,8,5.0
304,9,5.0
304,10,5.0
304,11,5.0
304,12,5.0
305,1,1.0
305,2,1.0
305,3,1.0
305,4,1.0
305,5,1.0
305,6,1.0
305,7,1.0
305,8,1.0
305,9,1.0
305,10,1.0
305,11,1.0
305,12,1.0
310,1,0.12
310,2,0.12
310,3,0.12
310,4,0.12
310,5,0.12
310,6,0.12
310,7,0.12
310,8,0.12
310,9,0.12
310,10,0.12
310,11,0.12
310,12,0.12
311,1,215.32
311,2,214.28
311,3,223.38
311,4,216.69
311,5,212.03
311,6,210.6
311,7,209.49
311,8,208.81
311,9,204.98
311,10,207.43
311,11,211.49
311,12,209.29
312,1,322.05
312,2,319.94
312,3,330.87
312,4,327.97
312,5,324.04
312,6,322.13
312,7,316.78
312,8,315.54
312,9,314.27
312,10,313.49
312,11,319.17
312,12,319.81
314,1,4737.29
314,2,4762.55
314,3,4709.21
314,4,4732.38
314,5,4723.16
314,6,4735.46
314,7,4744.23
314,8,4518.63
314,9,4277.48
314,10,4066.39
314,11,4263.48
314,12,4589.11
315,1,95.33
315,2,95.33
315,3,95.33
315,4,95.33
315,5,95.33
315,6,95.33
315,7,95.33
315,8,95.33
315,9,95.33
315,10,95.33
315,11,95.33
315,12,95.33
