data,6,7,17,18,24,25,31,33,37,40,47,49,61,122
nome,FURNAS,M. DE MORAES,MARIMBONDO,A. VERMELHA,EMBORCACAO,NOVA PONTE,ITUMBIARA,SAO SIMAO,BARRA BONITA,PROMISSAO,A.A. LAYDNER,CHAVANTES,CAPIVARA,SANTA BRANCA
2020_12_rv1,95.88,80,68.97,69.18,97.1,97.83,90.08,66.26,88,76.08,87.62,83.87,100,97.37
2020_12_rv2,95.64,80,67.97,68.02,96.98,97.75,89.95,64.98,87.53,75.19,87.62,83.87,87.35,92.11
2020_12_rv3,95.39,80,64.26,64.93,96.09,96.52,88.05,61.57,85.27,72.84,84.9,80.1,86.01,92.11
2021_01_rv0,95.85,80,68.12,69.34,96.12,96.84,89.47,66.43,87.06,76.22,84.9,80.1,86.01,92.11
2021_01_rv1,96.01,80,69.28,69.86,97.14,97.86,90.36,67,88.15,76.6,84.22,76.36,86.01,92.11
2021_01_rv2,96.06,80,69.56,69.86,97.17,97.88,90.36,67,88.27,76.6,84.22,76.36,83.4,92.11
2021_01_rv3,96.25,80,70.82,71.6,97.3,97.99,91.1,68.56,88.85,77.68,84.22,73.27,83.4,92.11
2021_01_rv4,96.71,80,72.02,73.65,97.43,98.08,91.54,71.06,89.4,79.75,84.22,73.27,86.32,89.47
2021_02_rv0,96.71,80,73.75,75.64,97.63,98.23,92.18,73.25,90.18,81.3,84.22,80.72,89.71,84.21
2021_02_rv1,97.37,80,78.04,80.56,98.11,98.58,93.75,78.65,92.17,85.06,86.94,87.05,100,86.84
2021_02_rv2,97.47,80.56,78.73,81.35,98.18,98.64,94.01,79.51,92.21,85.67,86.94,87.05,100,94.74
2021_02_rv3,97.74,82.6,78.73,83.3,98.38,98.79,94.64,81.66,92.6,87.17,87.62,93.47,100,94.74
2021_03_rv0,97.98,84.44,78.73,85.06,98.54,98.91,95.2,83.59,93.76,88.53,87.62,93.47,100,94.74
2021_03_rv1,98.21,86.2,79.45,86.77,98.71,99.04,95.75,85.47,93.76,89.85,87.62,98.69,100,94.74
2021_03_rv2,98.39,87.56,80.59,88.06,98.84,99.13,96.17,86.9,93.76,90.84,90.37,98.69,100,94.74
2021_03_rv3,98.61,89.28,82.02,89.71,99,99.25,96.7,88.7,94.15,92.11,90.37,98.69,100,97.37
2021_04_rv0,98.9,91.52,83.88,91.86,99.21,99.41,97.38,91.05,94.54,93.75,94.52,98.69,100,97.37
2021_04_rv1,99.11,93.16,85.27,93.44,99.36,99.53,97.9,92.82,94.93,94.97,94.52,98.69,100,97.37
2021_04_rv2,99.42,95.6,87.3,95.76,99.59,99.69,98.64,95.36,95.71,96.76,94.52,98.69,100,100
2021_04_rv3,99.86,98.96,90.12,98.99,99.9,99.92,99.67,98.88,95.71,99.2,91.06,98.69,100,100
2021_04_rv4,99.95,99.64,90.67,99.63,99.96,99.97,99.89,99.6,95.71,99.72,91.06,98.69,100,100
2021_05_rv0,100,100,90.99,100,100,100,100,100,95.71,100,88.31,92.18,100,100
2021_05_rv1,100,100,95,100,100,100,100,100,95.71,100,88.31,92.18,100,100
2021_05_rv2,100,100,95,100,100,100,100,100,95.71,100,85.58,88.32,100,100
2021_05_rv3,100,100,95,100,100,100,100,100,95.71,100,85.58,88.32,100,100
2021_06_rv0,100,100,95,100,100,100,100,100,96.49,100,85.58,88.32,100,100
2021_06_rv1,100,100,95,100,100,100,100,100,98.83,100,84.22,88.32,100,100
2021_06_rv2,100,100,95,100,100,100,100,100,98.83,100,84.22,88.32,100,100
2021_06_rv3,100,100,95,100,100,100,100,100,99.22,100,86.94,88.32,100,100
2021_07_rv0,100,100,95,100,100,100,100,100,100,100,89.68,89.61,100,100
2021_07_rv1,100,100,95,100,100,100,100,100,100,100,89.68,89.61,100,100
2021_07_rv2,100,100,95,100,100,100,100,100,100,100,89.68,89.61,100,100
2021_07_rv3,100,100,95,100,100,100,100,100,100,100,89.68,90.89,100,100
2021_07_rv4,100,100,95,100,100,100,100,100,100,100,92.44,90.89,100,100
2021_08_rv0,100,100,95,100,100,100,100,100,100,100,92.44,95.42,100,100
2021_08_rv1,100,100,95,100,100,100,100,100,100,100,95.22,95.42,100,100
2021_08_rv2,100,100,95,100,100,100,100,100,100,100,95.22,95.42,100,100
2021_08_rv3,100,100,95,100,100,100,100,100,100,100,92.44,95.42,100,100
2021_09_rv0,100,100,95,100,100,100,100,100,100,100,92.44,95.42,100,100
2021_09_rv1,100,100,95,100,100,100,100,100,100,100,89.68,89.61,100,100
2021_09_rv2,100,100,95,100,100,100,100,100,100,100,89.68,89.61,100,100
2021_09_rv3,100,100,95,100,100,100,100,100,100,100,92.44,92.83,100,100
2021_10_rv0,100,100,95,100,100,100,100,100,100,100,92.44,92.83,100,100
2021_10_rv1,100,100,95,100,100,100,100,100,100,100,92.44,91.53,100,100
2021_10_rv2,100,100,95,100,100,100,100,100,100,100,91.06,91.53,100,100
2021_10_rv3,100,100,95,100,100,100,100,100,100,100,92.44,92.83,100,100
2021_10_rv4,100,100,95,100,100,100,100,100,100,100,95.92,95.42,100,100
2021_11_rv0,100,100,90.99,100,100,100,100,100,100,100,96,95,100,98.16
2021_11_rv1,100,100,90.99,100,100,100,100,100,100,100,96,91,100,97.37
2021_11_rv2,98.59,89.2,81.94,89.63,98.99,99.25,96.67,88.61,95.83,92.01,93,91,100,97.37
2021_11_rv3,97.65,81.88,75.82,82.61,98.31,98.74,94.41,80.9,92.99,86.65,93,88,100,97.37
2021_12_rv0,96.03,80,65.42,69.7,97.15,97.87,90.23,66.82,88.19,76.5,90,88,100,97.37
2021_12_rv1,95.51,80,61.05,65.83,96.48,96.59,88.35,62.58,85.66,73.5,90,85,100,97.37
